EQUIP_ID;EQUIP_NOM;ADRESSE;EQUIP_WEB_LIEN;DOMAINE_NOM;SOUSDOM_NOM;ADRESSE_ID;TELEPHONE;COURRIEL;HORAIRE;DESCRIPTION;INFO_SUPP
140;Théâtre municipal de Grenoble;4 Rue Hector Berlioz;www.theatre-grenoble.fr;Culture;Théâtres et salles de spectacle;3523;04 76 44 03 44;theatre@ville-grenoble.fr;Billetterie : Par téléphone du mardi au vendredi de 10h à 12h et de 13h à 18h et le samedi de 13h à 18h. Au guichet : du mardi au samedi de 13h à 18h. Et sur Internet.;<p><strong>Le Théâtre municipal programme une cinquantaine de représentations par saison (de septembre à juin), dans une salle de 600 places. Il partage sa programmation entre les spectacles nationaux en tournée et les spectacles des compagnies locales. Lors de son ouverture annuelle au mois de juin, la billetterie n'est accessible que par téléphone ou en ligne.</strong></p> <h4>L'équipe du Théâtre Municipal</h4> <p><strong>Evelyne Augier-Serive</strong>, Directrice<br><strong>Delphine Chagny,</strong> Administratrice<br><strong>Mathilde Andrusin-Garnier,</strong> Communication et relations presse<br><strong>Béatrice Duron,</strong> Assistante de direction<br><strong>Jean-Paul Gutierrez,</strong> Relations avec les publics<br><strong>Bernard Olivo,</strong> Responsable billetterie<br><strong>Clovis Juré,</strong> Caissier, régisseur location de salles<br><strong>Lionel Fraix,</strong> Régisseur général<br><strong>Marc Mouton,</strong> Régisseur plateau<br><strong>Philippe Barret-Collet,</strong> Cintrier-machiniste<br><strong>Eric Guérin,</strong> Technicien<br><strong>Laurent Serrano,</strong> Sécurité incendie - Service prêt de matériel<br><strong>Grégory Dijon,</strong> Régisseur lumières<br><strong>Olivier Giannelli,</strong> Accueil courrier<br><strong>Yolande Taleux</strong> et <strong>Sandrine Boufenneche,</strong> Couturières et costumières<br><strong>Albert Copertino,</strong> Métallier<br><strong>Yves Delort</strong> et <strong>Roland Rizzo,</strong> Menuisiers<br><strong>Patrick Jaberg</strong>, Régisseur général du Théâtre de Poche<br><strong>Marie-Christine Cuffolo</strong>, Développement et action culturelle du Théâtre de Poche<br><strong>Julien Cialdella,</strong> Technicien </p> <p><br><strong>Techniciens de plateau, intermittents du spectacle,</strong> sans qui les représentations ne peuvent avoir lieu.</p> <p>Licences d'entrepreneur de spectacles N°1-103 7375/ 2-103 7376 / 3-103 7374</p> <p><a id=\1231\ href=\#\ typelien=\LienExterne\><img src=\/uploads/Image/5d/5368_273_logo_cgi-copie.jpg\ alt=\\ width=\80\ height=\28\ idtf=\5368\></a> <a id=\2986\ href=\#\ typelien=\LienExterne\><img src=\/uploads/Image/0b/5369_299_logo_fbi-copie.jpg\ alt=\\ width=\51\ height=\47\ idtf=\5369\></a></p> ;
865;Service Initiatives Emploi - Grenoble Sud;34 Avenue de l'Europe;www.grenoble.fr;Institutions et Services Publics;Economie et emploi;4716;04 76 09 23 85;sie.sud@ville-grenoble.fr;Lundi : 10h-12h et 13h30-17h Mardi : 9h-12h (fermé l'après-midi) Mercredi : 9h-12h et 13h30-17h Jeudi : 9h-12h et 13h30-17h Vendredi : 9h-12h et 13h30-16h ;<p>Pour les demandeurs d'emploi grenoblois de 25 ans et plus et les bénéficiaires du RSA.</p>;
1533;Direction Economie et Insertion;34 Avenue de l'Europe;www.grenoble.fr;Institutions et Services Publics;Economie et emploi / Services municipaux;4716;04 76 29 89 70;;Du lundi au vendredi de 9h à 12h et de 14h à 17h.Prendre rendez-vous avec le secretariat.;<p>Direction Economique et Insertion de la Ville de Grenoble.</p>;
2680;Institut Univéria;6 Rue Irvoy;;Education;Enseignement secondaire privé;3848;;;;;
2681;Sup2I;6 Rue Irvoy;;Education;Enseignement secondaire privé;3848;;;;;
2440;Centre d'Information et d'Orientation Grenoble Eaux Claires;23 TER Rue Anatole France;www.ac-grenoble.fr/cio-eauxclaires/;Education;Services éducatifs;6227;04 76 84 41 10;CIO-Grenoble-Eaux-Claires@ac-grenoble.fr;Durant les périodes scolaires comme durant les vacances scolaires : tous les jours du lundi au vendredi : matin : 9-12h après midi : 13h30-17h30;<p>Le Centre d’Information et d’Orientation des Eaux-Claires est ouvert gratuitement aux jeunes, scolarisés ou non, aux parents, aux étudiants et aux adultes à la recherche d’une formation.<br><br></p> <p>Le CIO des Eaux-Claires, comme tous les Centres d’Information et d’Orientation, dépend du ministère de l’Education Nationale. Il propose ainsi différents services tels que :<br>• <strong>L’accueil tout public, scolaire et non scolaire, des personnes recherchant des informations sur les formations et les métiers</strong> <br>• La mise à disposition, de façon autonome ou guidée, d’une documentation complète sur les études, les formations et les professions.<br>• La prise en charge par un conseiller d’orientation psychologue afin d’accompagner les personnes dans la définition et la construction de leur projet scolaire ou professionnel, à travers un entretien approfondi suivi si nécessaire d’un bilan (évaluation des intérêts, capacités, aptitudes...).</p> <p>L’équipe de Conseillers du CIO des Eaux-Claires intervient plus particulièrement dans un certain nombre d’établissements scolaires publics du second degré (collèges et lycées) sur l’agglomération grenobloise et dans les communes limitrophes (Echirolles, Pont de claix, Claix, Vif, Varces, Vizille, Monestier, Mens, la Mûre, Bourg d’Oisans).<br><br><strong>Le CIO des Eaux-Claires met en place des ateliers d’orientation :</strong></p> <h4>Pour les lycéens inscrits en seconde ou première de cycle général et technologique</h4> <p>En petit groupe, les participants travaillerons ensemble sur deux demi-journées afin d’échanger, de réfléchir, de découvrir et d’approfondir la thématique du projet professionnel. Ces ateliers visent à accompagner l’élève dans sa démarche d’orientation post-bac par le biais de la découverte de ses intérêts et de ses attentes professionnelles de ses caractéristiques personnelles et des différents métiers susceptibles de lui correspondre.</p> <p><strong>Les ateliers ont lieu au CIO les mercredi après-midi hors vacances scolaires et toute une journée pendant les vacances</strong>. Inscription auprès du CIO (04 76 84 41 10)</p> <h4>Pour les collégiens scolarisés en 3<sup>ème</sup></h4> <p>En petit groupe également et sur une demi-journée, une exploration des environnements professionnels, des différents secteurs d’activité et des métiers sera proposée aux élèves participants. Dans un second temps, une petite recherche documentaire permettra d’affiner le parcours de formation envisagé en fonction des centres d’intérêts naissants.</p> <p><strong>Les ateliers ont lieu au CIO les mercredi après-midi hors vacances scolaires et une matinée pendant les vacances.</strong> Inscription auprès du CIO (04 76 84 41 10). </p> <p><strong><em>Centre d’Information et d’Orientation des Eaux-Claires</em></strong><br><em>23 ter rue Anatole France</em><br><em>38100 Grenoble</em><br><em>Tel : 04 76 84 41 10</em><br>CIO-Grenoble-Eaux-Claires@ac-grenoble.fr<br><br><a id=\8050\ href=\#\ title=\Le Centre d'Information et d'Orientation des Eaux Claires\ ancre=\\ typelien=\LienExterne\ libelle_ancre=\\>Plus d'information en cliquant ICI</a></p> <p><br><br><br></p> <p> </p>;
672;Centre de Santé Vieux-Temple;4 Rue du Vieux Temple;;Santé;Centres de santé;11255;04 76 51 13 00;;De 8h30 à 12h et de 14h à 19h du lundi au vendredi. Le samedi de 8h30 à 12h.;Consultations de médecins généralistes.;
524;Centre Sportif Chorier-Berriat;12 Rue Henry Le Chatelier;;Sports et Loisirs;Centres sportifs et gymnases;3690;04 76 49 66 06;;De 8h à 22h;<p>Construit en 1975, cet équipement est composé de quatre niveaux.Les disciplines pratiquées sont:Judo, Escrime, Tennis de table, Arts martiaux, Badminton, Volley ball, Basket, Gymnastique, Futsal.</p>;
573;Piscine Bulle d'O;12 Rue Henry Le Chatelier;;Sports et Loisirs;Piscines;3690;04 76 21 05 91;piscine.municipale@grenoble.fr;HORAIRES D'OUVERTURE HORS VACANCES SCOLAIRES :  Lundi 11h - 13h45 / 16h - 21h45  Mardi 7h - 8h45 / 11h - 13h45 /  16h - 21h45 Mercredi 11h - 21h45 Jeudi 7h - 21h45 Vendredi 11h - 21h45 Samedi 9h - 11h45 / 14h -19h15 Dimanche : 8h - 12h15 / 14h - 18h45 HORAIRES PENDANT LES VACANCES SCOLAIRES : Vacances d'hiver : du 8 au 22 février 2015 Horaires d'ouverture : Lundi, vendredi 9h - 21h45 Mar, mer, jeu 9h - 19h45 Sam, dim 9h - 18h45 Vacances de printemps : Ouverture du 12 au 26 avril 2015 Lundi, vendredi 9h - 21h45 Mar, mer, jeu 9h - 19h45 Samedi 9h - 11h45 / 14h - 18h45 Dimanche 9h - 12h15 / 14h - 18h45 La piscine est fermée les jours fériés sauf le week-end de Pentecôte.;"<p><strong><span style=\line-height: 14px; color: #4a4a4a; font-family: Arial, Helvetica, sans-serif; font-size: 11px;\>Piscine couverte composée d'un grand bassin de 25m sur 12.5m d’une profondeur de 1.50m à 2.20m, d'un bassin d’apprentissage/loisir de 12.5m sur 12.5m d’une profondeur de 0.64m à 1.50m, d' un bassin bouillonnnant, et d' un espace « splash pad » de 32 m2 avec jeux d’eau.</span></strong></p> <p>Port du maillot de bain traditionnel obligatoire. Port du bonnet de bain conseillé. Evacuation des bassins 20 minutes avant la fermeture.</p> <p><strong>Accès:</strong> <br>Tram A, arrêt Saint-Bruno<br>Bus : ligne 12</p>";
218;Ecole élémentaire Jardin de Ville;6 Jardin de Ville;;Education;Ecoles élémentaires;12049;04 76 87 45 91;;;;
856;Terrain multisports Les Baladins;7 Allée de la Pelouse;;Sports et Loisirs;Terrains multisport de plein air;8964;04 76 23 48 00;antonio.gallego@ville-grenoble.fr;Accés libre.;<p>Terrain multisports et terrain de foot en plein air.</p>;
303;Ecole professionnelle Grenoble Foot 38;18 Chemin de la Poterne;;Education;Enseignement secondaire privé;9346;04 76 51 16 37;;;;
321;Collège Lucie Aubrac;68 Galerie de l'Arlequin;www.ac-grenoble.fr/college/grenoble.villeneuve/;Education;Enseignement secondaire public;9603;04 76 33 61 30;;;;
157;Espace TAG-VFD-SNCF;11 Boulevard Agutte Sembat;;Déplacement et Stationnement;Transports;985;;;Du lundi au vendredi de 7h30 à 18h30. Samedi et vacances scolaires de 8h à 12h et de 14h à 18h.;;
695;Direction des Relations Internationales;2 Passage du Palais de Justice;www.grenoble.fr/jsp/site/Portal.jsp?page_id=91;Institutions et Services Publics;Services municipaux / International;8642;04 76 00 76 72;;;;
783;Service Gestion déléguée;17 Rue Hébert;;Institutions et Services Publics;Services municipaux;3506;;;;;
27;Antenne-mairie du secteur 1;10 Rue Abbé Grégoire;www.grenoble.fr;Institutions et Services Publics;Services municipaux;8054;04 76 96 67 72;antenne1.mairie@ville-grenoble.fr;Accueil du public du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h.Dépôt des dossiers de carte d'identité et de passeport de 8h30 à 11h30 et de 13h30 à 16h30.;<p>Equipement accessible aux personnes à mobilité réduite (accès par ascenseur à l'étage par entrée distincte).</p>;
1218;Ecole maternelle Anatole France;33 Rue Anatole France;;Education;Ecoles maternelles;6239;04 76 96 60 39;;;;
852;Institut des Métiers et des Technique (IMT);10 Rue Aimé Pupin;;Education;Enseignement supérieur;1147;;;;;
531;Gymnase Ampère;74 Rue Anatole France;;Sports et Loisirs;Centres sportifs et gymnases;12120;04 76 49 08 83;;En cours de réhabilitation;;
2014;Anatole France Bureau 1 à 2;74 Rue Anatole France;;Institutions et Services Publics;Bureaux de vote;12120;;;8h - 20h;;
1079;Le Plateau Mistral Eaux-Claires;74 Rue Anatole France;www.leplateau-mistral.fr;Sports et Loisirs;Equipements socioculturels;12120;04 76 96 75 75;leplateau.mistral@orange.fr;Horaires du bureau : du lundi au vendredi de 9h à 12h et de 14h à 18h.;<p>Le Plateau propose des animations sportives (danse, boxe, musculation...) et de loisirs (ateliers des petits débrouillards, initiation internet, jeux video...)pour les jeunes de 10 à 20 ans. La structure propose egalement des heures d'aide aux devoirs les mardis et jeudis de 17h à 19h.</p> <p>Accès : bus lignes 26 et 32 arrêt Dr Schweitzer</p>;
284;Ecole maternelle Paul Painlevé;21 Avenue Rhin et Danube;;Education;Ecoles maternelles;9829;04 76 96 41 88;;;;
365;Jardin Hoche;1 Allée du Jardin Hoche;;Espaces verts et nature;Parcs et Jardins;3948;;;;<p>Aire de jeux. Fontaine.</p>;
755;Institut de Biologie Structurale;41 Rue Jules Horowitz;www.ibs.fr/;Education;Enseignement supérieur;5689;04 38 78 95 50;;;;
469;EAJE La Goélette;13 Quai de la Graille;;Petite Enfance;Espaces Petite Enfance municipaux;3117;04 76 50 99 82;cc.la-goelette@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi pour l'accueil régulier. De 8h30 à 17h30 du lundi au vendredi pour l'accueil occasionnel.;Multi-accueil. Accueil régulier à temps plein et à temps partiel : capacité d'accueil de 26 enfants. Accueil occasionnel : capacité d'accueil de 4 places à temps plein réparties sur plusieurs familles.;
799;Direction Départementale de la Protection des Populations (Site Saint-Roch);20 Avenue Saint Roch;;Institutions et Services Publics;Administrations et services locaux;10204;08 10 03 50 33;;;;
759;Terrain multisports Bastion 9;5 Boulevard des Adieux;;Sports et Loisirs;Terrains multisport de plein air;338;04 76 23 48 00;;Accés libre.;<p>Terrain multisports , dont un mini terrain de foot.</p>;
1006;Jardin des Buttes;1 Rue Gaston Letonnelier;;Espaces verts et nature;Parcs et Jardins;4610;;;;;
149;Parking couvert Berriat Alsace-Lorraine;16 Rue Colonel Denfert Rochereau;www.resaplace.com/;Déplacement et Stationnement;Parkings;4249;08 25 88 88 26;;Accessibilité : 24h/24. Accueil : 7h15 à 21h du lundi au vendredi.;<p>Nombre de places : 563 places - Hauteur limite : 1.90 m</p>;
1921;Annexe de l'Ecole supérieure d'art et de design Grenoble-Valence;3 Rue Federico Garcia Lorca;;Culture;Lieux d'enseignement artistique;2807;;;;;
1434;Terrain multisports Malherbe;3 Rue Federico Garcia Lorca;;Sports et Loisirs;Terrains multisport de plein air;2807;04 76 23 48 00;antonio.gallego@ville-grenoble.fr;;;
208;Ecole élémentaire Beauvert;10 Rue Guy de Maupassant;;Education;Ecoles élémentaires;3422;04 76 09 19 48;;;;
246;Ecole maternelle Beauvert;10 Rue Guy de Maupassant;;Education;Ecoles maternelles;3422;;;;;
1646;ADIIJ (Association Départementale Informations Initiative Jeunesse);16 Boulevard Agutte Sembat;http://www.crijrhonealpes.fr;Institutions et Services Publics;Administrations et services locaux;975;04 76 86 56 00;contact@adiij.fr;Lundi et jeudi : 9h30 à 17h30 Mardi : 13h à 17h30 Mercredi : 9h30 à 12h30 et de 13h30 à 17h30 Vendredi : 9h30 à 12h;<p>Un lieu d'information : études, formations, loisirs, sports, vacances, international, vie pratique, santé</p>;
172;Mission Locale de Grenoble;16 Boulevard Agutte Sembat;www.missions-locales.org;Institutions et Services Publics;Economie et emploi;975;04 76 86 58 58;info@ml-grenoble.org;Du lundi au jeudi de 8h30 à 12h30 et de 13h30 à 17h30 et le vendredi de 8h30 à 12h;<p>La mission locale oriente et accompagne les jeunes âgés de 16 à 25 ans. Elle a pour objectif de les accompagner vers l'emploi.</p>;
730;Pôle Jeunesse;16 Boulevard Agutte Sembat;;Institutions et Services Publics;Economie et emploi / Services municipaux;975;;;ADIIJ (Association Départementale d'Information et Initiative Jeunesse) Tél: 04 76 86 56 00 Horaires: lundi et jeudi de 9h30 à 17h30, mardi de 13h à 17h30, mercredi de 9h30 à 12h30 et de 13h30 à 17h30, vendredi de 9h30 à 12h. www.crijrhonealpes.fr MISSION LOCALE Tél: 04 76 86 56 00 Horaires: du lundi au jeudi de 8h30 à 12h30 et de 13h30 à 17h30, le vendredi de 8h30 à 12h.www.missions-locales.org;;
721;Maison de retraite Reyniès;17 Rue Général Mangin;;Personnes âgées;Logements collectifs seniors;4816;04 76 87 05 99;;;Maison de retraite à gestion associative. MAPAD : Maison d'accueil pour personnes âgées dépendantes.;
1255;Complexe Tennis Robespierre;26 Chemin Robespierre;;Sports et Loisirs;Terrains de tennis;9862;04 76 23 48 00;;;<p>10 terrains de tennis plein air</p>;
20;Consulat de Tunisie;4 Rue Alexandre 1er de Yougoslavie;;Institutions et Services Publics;International;2364;04 76 43 26 01;c.t.grenoble@wanadoo.fr;Fermé Dimanche et Lundi. Ouvert du mardi au samedi de 9h à 14h. ;;
728;Pluralis;21 Boulevard Maréchal Foch;www.pluralis-habitat.fr/;Solidarité;Logements sociaux;7426;04 76 86 63 76;;Accueil du lundi au jeudi de 8h30 à 12h et de 13h30 à 17h30 et du vendredi de 8h30 à 12h.;;
1572;Archives Municipales;11 Boulevard Jean Pain;archives.grenoble.fr;Institutions et Services Publics;Services municipaux;5064;04 76 76 34 22;archives@grenoble.fr;Lundi, mardi, mercredi de 13h à 17h.Jeudi et vendredi de 9h à 12h30.;<p>Fonds communaux : archives anciennes, modernes et contemporaines du XIIIe siècle à nos jours. Consultation sur place sur supports variés (papier, microfilms, documents numérisés, cartes postales, photographies, affiches, plans...).</p> <p>Tram : C, arrêt Hôtel de ville.</p>;
